,Team,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF
1204,MIN,49,107,45.8,11,33,33.3,17,23,73.9,21,39,60,20,5,7,20,22
1205,CHA,44,97,45.4,13,34,38.2,11,14,78.6,11,26,37,30,9,4,14,24
1206,HOU,44,93,47.3,16,35,45.7,18,30,60.0,13,32,45,18,4,6,14,22
1207,POR,36,82,43.9,10,29,34.5,31,36,86.1,13,35,48,14,8,5,21,19
1208,NYK,50,95,52.6,16,38,42.1,14,22,63.6,11,39,50,29,4,6,12,26
1209,MIA,42,92,45.7,8,26,30.8,12,15,80.0,11,25,36,23,8,3,10,18
1210,GSW,42,88,47.7,15,44,34.1,24,27,88.9,7,28,35,34,10,3,19,23
1211,WAS,41,80,51.3,10,26,38.5,10,11,90.9,5,34,39,26,8,8,17,22
1212,ATL,40,89,44.9,13,31,41.9,15,16,93.8,9,37,46,26,10,2,17,22
1213,BKN,38,80,47.5,13,35,37.1,20,29,69.0,13,31,44,26,3,13,13,19
1214,LAL,33,94,35.1,9,45,20.0,22,26,84.6,8,30,38,23,13,5,10,24
1215,PHI,36,83,43.4,5,24,20.8,11,13,84.6,6,38,44,17,6,5,10,14
1216,SAC,39,85,45.9,17,44,38.6,13,19,68.4,4,37,41,27,8,5,16,25
1217,BKN,40,89,44.9,10,33,30.3,18,24,75.0,9,30,39,22,10,10,16,25
1218,MIA,37,80,46.3,12,28,42.9,22,28,78.6,8,38,46,21,6,2,19,24
1219,PHX,40,85,47.1,8,22,36.4,19,22,86.4,8,32,40,25,4,5,12,29
1220,IND,39,97,40.2,15,42,35.7,14,21,66.7,12,30,42,21,7,5,15,20
1221,MIN,39,94,41.5,10,38,26.3,27,33,81.8,14,41,55,25,6,5,14,21
1222,UTA,42,83,50.6,16,38,42.1,23,31,74.2,11,32,43,27,10,1,20,21
1223,MEM,42,108,38.9,17,50,34.0,14,23,60.9,20,44,64,27,6,7,14,17
1224,TOR,36,86,41.9,13,30,43.3,23,32,71.9,12,29,41,19,15,4,13,23
1225,ATL,45,90,50.0,7,25,28.0,20,24,83.3,4,34,38,30,12,5,9,18
1226,DET,40,94,42.6,14,38,36.8,19,24,79.2,12,29,41,31,11,4,13,21
1227,SAS,40,99,40.4,7,34,20.6,15,21,71.4,14,30,44,22,8,8,15,19
1228,BOS,46,82,56.1,12,35,34.3,22,28,78.6,6,30,36,24,8,3,11,24
1229,GSW,45,99,45.5,16,45,35.6,17,23,73.9,11,37,48,31,11,4,18,23
