,Team,Match Up,Game Date,W/L,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
755,PHI,PHI @ BKN,02/11/2023,W,101,33,75,44.0,6,23,26.1,29,30,96.7,8,33,41,17,4,3,12,12,3
756,NYK,NYK vs. UTA,02/11/2023,W,126,43,95,45.3,12,36,33.3,28,38,73.7,20,32,52,18,6,4,6,24,6
757,BKN,BKN vs. PHI,02/11/2023,L,98,37,92,40.2,13,40,32.5,11,13,84.6,12,30,42,23,7,6,9,20,-3
758,UTA,UTA @ NYK,02/11/2023,L,120,45,88,51.1,9,32,28.1,21,28,75.0,11,27,38,23,3,7,12,24,-6
759,LAL,LAL @ GSW,02/11/2023,W,109,40,89,44.9,8,25,32.0,21,26,80.8,10,42,52,19,4,4,16,12,6
760,GSW,GSW vs. LAL,02/11/2023,L,103,40,96,41.7,12,44,27.3,11,12,91.7,7,36,43,31,11,6,16,21,-6
761,SAS,SAS @ ATL,02/11/2023,L,106,40,94,42.6,11,37,29.7,15,17,88.2,14,35,49,25,9,5,20,17,-19
762,ATL,ATL vs. SAS,02/11/2023,W,125,50,103,48.5,10,26,38.5,15,19,78.9,14,34,48,29,9,6,10,10,19
763,ORL,ORL vs. MIA,02/11/2023,L,103,37,87,42.5,11,29,37.9,18,23,78.3,12,32,44,22,12,5,18,24,-4
764,MIA,MIA @ ORL,02/11/2023,W,107,37,85,43.5,12,39,30.8,21,23,91.3,11,35,46,24,7,6,20,22,4
765,CLE,CLE vs. CHI,02/11/2023,W,97,36,86,41.9,9,35,25.7,16,19,84.2,10,29,39,26,9,4,13,15,8
766,DEN,DEN @ CHA,02/11/2023,W,119,50,99,50.5,5,23,21.7,14,17,82.4,14,37,51,35,7,5,14,20,14
767,IND,IND @ WAS,02/11/2023,L,113,43,95,45.3,14,40,35.0,13,17,76.5,17,16,33,27,8,3,8,18,-14
768,DAL,DAL @ SAC,02/11/2023,L,128,47,91,51.6,20,51,39.2,14,19,73.7,7,36,43,27,4,4,16,19,-5
769,SAC,SAC vs. DAL,02/11/2023,W,133,51,100,51.0,8,32,25.0,23,25,92.0,11,39,50,22,9,0,7,17,5
770,CHI,CHI @ CLE,02/11/2023,L,89,36,74,48.6,5,21,23.8,12,15,80.0,6,38,44,27,7,3,23,22,-8
771,WAS,WAS vs. IND,02/11/2023,W,127,48,75,64.0,12,26,46.2,19,22,86.4,8,32,40,32,5,7,18,16,14
772,LAC,LAC vs. MIL,02/10/2023,L,106,42,85,49.4,11,33,33.3,11,14,78.6,3,32,35,17,5,7,10,12,-13
773,CLE,CLE @ NOP,02/10/2023,W,118,48,85,56.5,10,28,35.7,12,15,80.0,12,29,41,28,9,5,14,22,11
774,IND,IND vs. PHX,02/10/2023,L,104,36,85,42.4,11,39,28.2,21,28,75.0,11,27,38,23,9,3,15,16,-13
775,PHX,PHX @ IND,02/10/2023,W,117,43,93,46.2,10,33,30.3,21,24,87.5,19,34,53,25,13,2,17,24,13
776,HOU,HOU @ MIA,02/10/2023,L,95,35,84,41.7,7,30,23.3,18,24,75.0,10,37,47,23,11,4,18,21,-2
777,OKC,OKC @ POR,02/10/2023,W,138,47,83,56.6,12,24,50.0,32,35,91.4,10,19,29,29,9,3,11,26,9
778,POR,POR vs. OKC,02/10/2023,L,129,42,76,55.3,16,40,40.0,29,31,93.5,9,23,32,29,3,5,20,27,-9
779,NOP,NOP vs. CLE,02/10/2023,L,107,39,82,47.6,9,24,37.5,20,25,80.0,11,23,34,25,8,3,14,18,-11
780,MIN,MIN @ MEM,02/10/2023,L,107,41,88,46.6,15,37,40.5,10,12,83.3,7,28,35,25,7,4,18,20,-21
781,SAC,SAC vs. DAL,02/10/2023,L,114,39,72,54.2,9,27,33.3,27,32,84.4,5,33,38,21,2,4,14,19,-8
782,MIA,MIA vs. HOU,02/10/2023,W,97,32,77,41.6,12,38,31.6,21,22,95.5,6,34,40,21,11,6,17,23,2
783,MEM,MEM vs. MIN,02/10/2023,W,128,49,84,58.3,10,25,40.0,20,27,74.1,9,35,44,27,12,6,19,19,21
784,MIL,MIL @ LAC,02/10/2023,W,119,45,90,50.0,17,39,43.6,12,16,75.0,9,40,49,28,8,4,11,13,13
785,PHI,PHI vs. NYK,02/10/2023,W,119,44,84,52.4,14,38,36.8,17,22,77.3,6,34,40,27,8,2,8,15,11
786,NYK,NYK @ PHI,02/10/2023,L,108,43,81,53.1,11,32,34.4,11,16,68.8,4,31,35,23,1,5,12,17,-11
787,DET,DET vs. SAS,02/10/2023,W,138,46,107,43.0,7,37,18.9,39,49,79.6,21,41,62,29,6,5,16,29,7
788,SAS,SAS @ DET,02/10/2023,L,131,45,107,42.1,14,42,33.3,27,34,79.4,13,38,51,21,7,3,19,32,-7
789,CHA,CHA @ BOS,02/10/2023,L,116,45,93,48.4,8,23,34.8,18,26,69.2,11,36,47,26,9,6,13,18,-11
790,BOS,BOS vs. CHA,02/10/2023,W,127,44,89,49.4,25,55,45.5,14,17,82.4,5,38,43,34,7,7,15,22,11
791,DAL,DAL @ SAC,02/10/2023,W,122,43,88,48.9,18,43,41.9,18,19,94.7,11,28,39,34,4,0,12,19,8
792,TOR,TOR vs. UTA,02/10/2023,L,116,41,91,45.1,12,34,35.3,22,30,73.3,9,31,40,28,11,3,13,30,-6
793,UTA,UTA @ TOR,02/10/2023,W,122,47,87,54.0,6,24,25.0,22,29,75.9,9,37,46,31,6,6,17,20,6
794,PHX,PHX @ ATL,02/09/2023,L,107,39,86,45.3,7,30,23.3,22,29,75.9,9,26,35,24,14,10,11,19,-9
795,ORL,ORL vs. DEN,02/09/2023,W,115,47,97,48.5,9,27,33.3,12,19,63.2,15,32,47,24,12,6,10,16,11
796,DEN,DEN @ ORL,02/09/2023,L,104,39,84,46.4,10,33,30.3,16,24,66.7,7,32,39,24,6,5,16,15,-11
797,BKN,BKN vs. CHI,02/09/2023,W,116,39,91,42.9,17,44,38.6,21,25,84.0,11,38,49,26,8,1,11,20,11
798,CHI,CHI @ BKN,02/09/2023,L,105,42,91,46.2,5,26,19.2,16,21,76.2,8,38,46,15,4,2,12,16,-11
799,MIL,MIL @ LAL,02/09/2023,W,115,45,99,45.5,12,47,25.5,13,18,72.2,16,35,51,24,5,7,11,20,9
800,LAL,LAL vs. MIL,02/09/2023,L,106,42,89,47.2,7,18,38.9,15,21,71.4,11,32,43,23,2,2,12,19,-9
801,ATL,ATL vs. PHX,02/09/2023,W,116,43,95,45.3,10,29,34.5,20,27,74.1,20,39,59,23,6,4,19,22,9
802,DET,DET @ CLE,02/08/2023,L,85,30,81,37.0,8,32,25.0,17,18,94.4,9,23,32,19,8,6,14,21,-28
803,CLE,CLE vs. DET,02/08/2023,W,113,43,87,49.4,6,26,23.1,21,25,84.0,13,37,50,30,8,4,13,16,28
804,WAS,WAS vs. CHA,02/08/2023,W,118,44,87,50.6,15,37,40.5,15,17,88.2,11,41,52,29,4,12,17,17,14
805,CHA,CHA @ WAS,02/08/2023,L,104,39,93,41.9,9,31,29.0,17,21,81.0,12,28,40,23,11,5,7,17,-14
806,POR,POR vs. GSW,02/08/2023,W,125,43,78,55.1,8,27,29.6,31,32,96.9,12,35,47,25,6,3,21,16,3
807,GSW,GSW @ POR,02/08/2023,L,122,46,97,47.4,21,49,42.9,9,10,90.0,10,22,32,31,11,2,11,24,-3
808,DAL,DAL @ LAC,02/08/2023,W,110,41,78,52.6,17,35,48.6,11,17,64.7,8,36,44,26,7,6,18,20,6
809,MIN,MIN @ UTA,02/08/2023,W,143,56,98,57.1,23,43,53.5,8,8,100.0,8,39,47,35,6,6,11,19,25
810,HOU,HOU vs. SAC,02/08/2023,L,128,47,86,54.7,10,22,45.5,24,28,85.7,15,29,44,25,4,7,19,21,-2
811,SAC,SAC @ HOU,02/08/2023,W,130,46,92,50.0,10,30,33.3,28,30,93.3,10,21,31,29,10,4,9,15,2
812,IND,IND @ MIA,02/08/2023,L,111,38,78,48.7,15,33,45.5,20,28,71.4,5,26,31,24,3,5,11,25,-5
813,MIA,MIA vs. IND,02/08/2023,W,116,37,79,46.8,6,19,31.6,36,39,92.3,15,33,48,21,7,3,13,22,5
814,LAC,LAC vs. DAL,02/08/2023,L,104,38,86,44.2,12,33,36.4,16,21,76.2,9,31,40,21,10,4,11,18,-6
815,SAS,SAS @ TOR,02/08/2023,L,98,35,87,40.2,9,32,28.1,19,27,70.4,7,32,39,24,11,4,16,18,-14
816,TOR,TOR vs. SAS,02/08/2023,W,112,43,88,48.9,10,28,35.7,16,21,76.2,9,42,51,21,11,7,17,19,14
817,PHI,PHI @ BOS,02/08/2023,L,99,37,83,44.6,10,31,32.3,15,20,75.0,8,29,37,20,9,3,7,16,-7
818,BOS,BOS vs. PHI,02/08/2023,W,106,40,76,52.6,19,35,54.3,7,10,70.0,5,39,44,25,2,5,15,19,7
819,UTA,UTA vs. MIN,02/08/2023,L,118,44,105,41.9,12,34,35.3,18,21,85.7,21,29,50,27,2,5,8,12,-25
820,CHI,CHI @ MEM,02/07/2023,L,89,32,87,36.8,7,35,20.0,18,27,66.7,11,38,49,24,9,3,20,16,-15
821,MEM,MEM vs. CHI,02/07/2023,W,104,39,81,48.1,11,33,33.3,15,21,71.4,5,34,39,22,10,7,14,21,15
822,ORL,ORL vs. NYK,02/07/2023,L,98,37,79,46.8,6,25,24.0,18,24,75.0,9,32,41,23,4,4,11,19,-4
823,NYK,NYK @ ORL,02/07/2023,W,102,37,81,45.7,15,43,34.9,13,19,68.4,11,32,43,21,6,2,11,22,4
824,BKN,BKN vs. PHX,02/07/2023,L,112,38,79,48.1,9,28,32.1,27,31,87.1,5,31,36,25,11,2,17,21,-4
825,PHX,PHX @ BKN,02/07/2023,W,116,43,92,46.7,9,31,29.0,21,28,75.0,16,32,48,31,10,4,15,24,4
826,MIN,MIN @ DEN,02/07/2023,L,112,40,85,47.1,10,35,28.6,22,26,84.6,8,28,36,24,6,7,17,16,-34
827,NOP,NOP vs. ATL,02/07/2023,W,116,45,91,49.5,12,32,37.5,14,21,66.7,13,34,47,28,8,2,10,19,9
828,ATL,ATL @ NOP,02/07/2023,L,107,38,85,44.7,12,36,33.3,19,25,76.0,10,31,41,30,4,6,12,21,-9
829,DEN,DEN vs. MIN,02/07/2023,W,146,58,93,62.4,13,27,48.1,17,22,77.3,6,38,44,44,12,5,11,21,34
830,LAL,LAL vs. OKC,02/07/2023,L,130,49,85,57.6,14,31,45.2,18,26,69.2,6,35,41,27,8,3,21,19,-3
831,OKC,OKC @ LAL,02/07/2023,W,133,49,94,52.1,17,34,50.0,18,20,90.0,7,30,37,32,12,2,13,18,3
832,MIL,MIL @ POR,02/06/2023,W,127,47,87,54.0,16,42,38.1,17,21,81.0,7,48,55,27,4,2,16,27,19
833,BKN,BKN vs. LAC,02/06/2023,L,116,41,84,48.8,16,31,51.6,18,22,81.8,8,34,42,21,4,5,16,26,-8
834,SAC,SAC @ HOU,02/06/2023,W,140,52,89,58.4,21,41,51.2,15,18,83.3,7,28,35,38,9,5,10,22,20
835,HOU,HOU vs. SAC,02/06/2023,L,120,44,88,50.0,13,32,40.6,19,24,79.2,11,28,39,27,5,4,14,15,-20
836,DET,DET vs. BOS,02/06/2023,L,99,37,87,42.5,9,33,27.3,16,21,76.2,9,33,42,22,9,6,9,20,-12
837,BOS,BOS @ DET,02/06/2023,W,111,39,83,47.0,16,37,43.2,17,21,81.0,10,41,51,25,2,5,12,22,12
838,WAS,WAS vs. CLE,02/06/2023,L,91,35,82,42.7,6,28,21.4,15,19,78.9,7,30,37,20,8,5,14,18,-23
839,CLE,CLE @ WAS,02/06/2023,W,114,44,78,56.4,12,29,41.4,14,20,70.0,7,36,43,26,9,6,17,15,23
840,GSW,GSW vs. OKC,02/06/2023,W,141,56,97,57.7,26,50,52.0,3,7,42.9,11,34,45,43,6,3,16,17,27
841,OKC,OKC @ GSW,02/06/2023,L,114,44,91,48.4,11,32,34.4,15,21,71.4,7,29,36,21,8,3,11,10,-27
842,UTA,UTA vs. DAL,02/06/2023,L,111,41,87,47.1,6,31,19.4,23,26,88.5,10,27,37,21,4,4,13,23,-13
843,DAL,DAL @ UTA,02/06/2023,W,124,41,88,46.6,15,39,38.5,27,31,87.1,17,32,49,26,6,4,14,25,13
844,POR,POR vs. MIL,02/06/2023,L,108,37,91,40.7,9,36,25.0,25,29,86.2,1,27,28,23,5,2,9,20,-19
845,CHI,CHI vs. SAS,02/06/2023,W,128,50,89,56.2,6,22,27.3,22,25,88.0,7,42,49,27,10,6,14,12,24
846,SAS,SAS @ CHI,02/06/2023,L,104,40,90,44.4,8,26,30.8,16,17,94.1,6,32,38,25,7,3,18,23,-24
847,LAC,LAC @ BKN,02/06/2023,W,124,44,92,47.8,12,30,40.0,24,30,80.0,11,35,46,20,11,5,9,19,8
848,NYK,NYK vs. PHI,02/05/2023,W,108,34,79,43.0,12,36,33.3,28,39,71.8,14,35,49,21,5,1,12,28,11
849,NOP,NOP vs. SAC,02/05/2023,W,136,48,85,56.5,14,26,53.8,26,34,76.5,12,36,48,26,11,3,11,23,32
850,SAC,SAC @ NOP,02/05/2023,L,104,35,82,42.7,11,42,26.2,23,27,85.2,11,27,38,23,5,5,15,22,-32
851,IND,IND vs. CLE,02/05/2023,L,103,40,92,43.5,8,32,25.0,15,22,68.2,12,30,42,28,3,6,13,20,-19
852,ORL,ORL @ CHA,02/05/2023,W,119,42,91,46.2,8,23,34.8,27,30,90.0,18,34,52,25,6,2,12,18,6
853,CHA,CHA vs. ORL,02/05/2023,L,113,45,83,54.2,12,33,36.4,11,23,47.8,8,31,39,28,8,6,15,23,-6
854,CLE,CLE @ IND,02/05/2023,W,122,46,88,52.3,15,37,40.5,15,16,93.8,8,38,46,33,7,5,13,20,19
855,MIN,MIN vs. DEN,02/05/2023,W,128,48,87,55.2,10,27,37.0,22,30,73.3,5,29,34,33,7,3,11,23,30
856,DEN,DEN @ MIN,02/05/2023,L,98,34,71,47.9,6,25,24.0,24,31,77.4,3,34,37,19,6,5,22,23,-30
857,TOR,TOR @ MEM,02/05/2023,W,106,44,101,43.6,11,36,30.6,7,12,58.3,11,31,42,24,11,3,11,16,3
858,MEM,MEM vs. TOR,02/05/2023,L,103,38,78,48.7,10,27,37.0,17,23,73.9,8,36,44,25,10,9,20,16,-3
859,PHI,PHI @ NYK,02/05/2023,L,97,30,74,40.5,7,25,28.0,30,36,83.3,8,36,44,23,4,4,12,23,-11
860,LAC,LAC @ NYK,02/04/2023,W,134,44,92,47.8,16,37,43.2,30,35,85.7,9,37,46,24,8,4,13,20,6
861,NYK,NYK vs. LAC,02/04/2023,L,128,45,94,47.9,18,40,45.0,20,26,76.9,10,36,46,30,6,3,10,30,-6
862,OKC,OKC vs. HOU,02/04/2023,W,153,56,97,57.7,21,46,45.7,20,23,87.0,9,33,42,39,11,6,9,19,32
863,BKN,BKN vs. WAS,02/04/2023,W,125,43,86,50.0,14,33,42.4,25,28,89.3,10,29,39,21,4,10,15,28,2
864,WAS,WAS @ BKN,02/04/2023,L,123,39,81,48.1,13,28,46.4,32,41,78.0,6,33,39,22,10,3,16,21,-2
865,HOU,HOU @ OKC,02/04/2023,L,121,45,89,50.6,10,30,33.3,21,27,77.8,9,25,34,29,4,8,16,18,-32
866,LAL,LAL @ NOP,02/04/2023,L,126,45,94,47.9,11,32,34.4,25,33,75.8,13,31,44,30,4,3,9,20,-5
867,DAL,DAL @ GSW,02/04/2023,L,113,39,85,45.9,14,40,35.0,21,27,77.8,10,29,39,22,9,1,14,18,-6
868,GSW,GSW vs. DAL,02/04/2023,W,119,45,82,54.9,14,35,40.0,15,19,78.9,5,33,38,33,6,5,14,24,6
869,POR,POR @ CHI,02/04/2023,L,121,44,87,50.6,14,43,32.6,19,21,90.5,7,26,33,22,3,3,9,19,-8
870,CHI,CHI vs. POR,02/04/2023,W,129,48,80,60.0,12,26,46.2,21,25,84.0,6,35,41,32,6,3,12,19,8
871,NOP,NOP vs. LAL,02/04/2023,W,131,52,100,52.0,9,30,30.0,18,20,90.0,14,34,48,28,6,0,11,22,5
872,DEN,DEN vs. ATL,02/04/2023,W,128,48,95,50.5,15,38,39.5,17,20,85.0,12,36,48,32,14,6,13,15,20
873,ATL,ATL @ DEN,02/04/2023,L,108,44,91,48.4,6,20,30.0,14,17,82.4,10,33,43,26,7,7,16,18,-20
874,DET,DET vs. PHX,02/04/2023,L,100,35,81,43.2,16,42,38.1,14,22,63.6,9,21,30,23,8,2,16,27,-16
875,MIL,MIL vs. MIA,02/04/2023,W,123,46,88,52.3,14,40,35.0,17,28,60.7,10,41,51,23,6,4,12,14,8
876,MIA,MIA @ MIL,02/04/2023,L,115,45,101,44.6,8,31,25.8,17,21,81.0,13,31,44,23,9,2,7,23,-8
877,PHX,PHX @ DET,02/04/2023,W,116,42,75,56.0,11,23,47.8,21,31,67.7,10,36,46,34,10,2,17,23,16
878,ATL,ATL @ UTA,02/03/2023,W,115,44,95,46.3,10,37,27.0,17,23,73.9,14,38,52,28,8,5,9,18,7
879,TOR,TOR @ HOU,02/03/2023,W,117,41,90,45.6,15,39,38.5,20,27,74.1,13,30,43,21,9,7,9,25,6
880,HOU,HOU vs. TOR,02/03/2023,L,111,40,80,50.0,7,21,33.3,24,33,72.7,6,34,40,22,5,4,13,26,-6
881,IND,IND vs. SAC,02/03/2023,W,107,40,89,44.9,17,41,41.5,10,14,71.4,9,38,47,28,13,5,18,18,3
882,SAC,SAC @ IND,02/03/2023,L,104,37,86,43.0,13,38,34.2,17,20,85.0,11,38,49,24,6,5,20,15,-3
883,PHX,PHX @ BOS,02/03/2023,W,106,41,95,43.2,12,32,37.5,12,14,85.7,10,43,53,28,6,6,9,22,12
884,BOS,BOS vs. PHX,02/03/2023,L,94,29,75,38.7,10,38,26.3,26,31,83.9,3,40,43,18,5,3,15,21,-12
885,CHA,CHA @ DET,02/03/2023,L,112,40,90,44.4,9,34,26.5,23,30,76.7,8,29,37,22,16,2,14,20,-6
886,DET,DET vs. CHA,02/03/2023,W,118,44,86,51.2,14,32,43.8,16,23,69.6,12,39,51,27,7,3,23,22,6
887,ORL,ORL @ MIN,02/03/2023,W,127,45,85,52.9,12,23,52.2,25,38,65.8,13,29,42,23,11,3,17,24,7
888,PHI,PHI @ SAS,02/03/2023,W,137,46,87,52.9,13,27,48.1,32,41,78.0,14,25,39,28,11,3,11,13,12
889,SAS,SAS vs. PHI,02/03/2023,L,125,52,89,58.4,7,21,33.3,14,15,93.3,9,26,35,32,8,0,18,25,-12
890,UTA,UTA vs. ATL,02/03/2023,L,108,41,91,45.1,13,44,29.5,13,18,72.2,13,37,50,20,4,2,15,22,-7
891,POR,POR @ WAS,02/03/2023,W,124,43,88,48.9,17,41,41.5,21,23,91.3,11,27,38,25,5,2,7,17,8
892,WAS,WAS vs. POR,02/03/2023,L,116,42,84,50.0,12,33,36.4,20,22,90.9,9,32,41,27,4,3,11,19,-8
893,MIN,MIN vs. ORL,02/03/2023,L,120,40,87,46.0,16,44,36.4,24,28,85.7,12,29,41,21,7,7,20,27,-7
894,NYK,NYK vs. MIA,02/02/2023,W,106,40,83,48.2,12,36,33.3,14,18,77.8,11,33,44,25,8,0,18,17,2
895,LAC,LAC @ MIL,02/02/2023,L,105,39,95,41.1,13,36,36.1,14,20,70.0,9,40,49,15,8,4,7,22,-1
896,MIL,MIL vs. LAC,02/02/2023,W,106,39,90,43.3,9,37,24.3,19,27,70.4,8,45,53,16,2,0,10,17,1
897,MIA,MIA @ NYK,02/02/2023,L,104,39,87,44.8,13,36,36.1,13,16,81.3,9,24,33,24,8,3,11,15,-2
898,DEN,DEN vs. GSW,02/02/2023,W,134,51,90,56.7,16,35,45.7,16,21,76.2,7,31,38,35,10,2,13,19,17
899,GSW,GSW @ DEN,02/02/2023,L,117,43,85,50.6,19,38,50.0,12,19,63.2,10,32,42,25,4,4,17,23,-17
900,LAL,LAL @ IND,02/02/2023,W,112,42,92,45.7,6,22,27.3,22,31,71.0,13,38,51,29,8,5,13,10,1
901,IND,IND vs. LAL,02/02/2023,L,111,45,93,48.4,16,41,39.0,5,6,83.3,6,40,46,30,8,6,16,21,-1
902,MEM,MEM @ CLE,02/02/2023,L,113,41,87,47.1,10,23,43.5,21,22,95.5,11,33,44,22,8,5,18,23,-15
903,CLE,CLE vs. MEM,02/02/2023,W,128,49,91,53.8,14,29,48.3,16,22,72.7,9,32,41,33,12,7,16,17,15
904,CHA,CHA @ CHI,02/02/2023,L,98,39,93,41.9,7,35,20.0,13,15,86.7,16,29,45,19,6,4,15,15,-16
905,CHI,CHI vs. CHA,02/02/2023,W,114,41,79,51.9,11,28,39.3,21,26,80.8,8,32,40,24,9,3,14,18,16
906,NOP,NOP @ DAL,02/02/2023,L,106,42,84,50.0,5,20,25.0,17,21,81.0,12,38,50,27,6,5,17,26,-5
907,DAL,DAL vs. NOP,02/02/2023,W,111,37,85,43.5,14,41,34.1,23,29,79.3,6,30,36,16,10,3,8,24,5
908,UTA,UTA vs. TOR,02/01/2023,W,131,44,83,53.0,17,47,36.2,26,30,86.7,13,36,49,29,3,11,16,17,3
909,TOR,TOR @ UTA,02/01/2023,L,128,50,110,45.5,10,23,43.5,18,26,69.2,25,27,52,27,11,2,8,22,-3
910,SAS,SAS vs. SAC,02/01/2023,L,109,48,88,54.5,8,24,33.3,5,7,71.4,8,32,40,30,5,1,18,17,-10
911,SAC,SAC @ SAS,02/01/2023,W,119,48,90,53.3,8,27,29.6,15,19,78.9,6,28,34,25,10,3,10,13,10
912,HOU,HOU vs. OKC,02/01/2023,W,112,41,94,43.6,7,23,30.4,23,31,74.2,24,41,65,20,6,12,18,20,6
913,MEM,MEM vs. POR,02/01/2023,L,112,41,87,47.1,9,37,24.3,21,28,75.0,12,32,44,28,8,7,13,22,-10
914,POR,POR @ MEM,02/01/2023,W,122,41,87,47.1,14,36,38.9,26,27,96.3,9,32,41,24,3,5,13,22,10
915,ATL,ATL @ PHX,02/01/2023,W,132,52,91,57.1,19,33,57.6,9,11,81.8,6,39,45,32,6,5,12,24,32
916,PHX,PHX vs. ATL,02/01/2023,L,100,35,86,40.7,4,28,14.3,26,31,83.9,12,32,44,22,8,4,16,13,-32
917,BKN,BKN @ BOS,02/01/2023,L,96,36,88,40.9,9,39,23.1,15,18,83.3,5,27,32,19,8,1,7,12,-43
918,BOS,BOS vs. BKN,02/01/2023,W,139,53,92,57.6,26,54,48.1,7,10,70.0,11,46,57,28,4,4,12,13,43
919,OKC,OKC @ HOU,02/01/2023,L,106,38,103,36.9,12,43,27.9,18,22,81.8,24,28,52,22,11,6,10,23,-6
920,ORL,ORL @ PHI,02/01/2023,L,94,33,87,37.9,6,38,15.8,22,29,75.9,12,34,46,12,10,4,15,21,-11
921,PHI,PHI vs. ORL,02/01/2023,W,105,34,78,43.6,14,35,40.0,23,26,88.5,7,36,43,27,7,4,19,24,11
922,GSW,GSW @ MIN,02/01/2023,L,114,38,91,41.8,11,35,31.4,27,34,79.4,9,49,58,21,7,4,17,24,-5
923,MIN,MIN vs. GSW,02/01/2023,W,119,46,106,43.4,14,50,28.0,13,24,54.2,10,43,53,26,5,7,11,23,5
924,MIL,MIL vs. CHA,01/31/2023,W,124,43,105,41.0,15,44,34.1,23,27,85.2,16,50,66,18,7,8,12,21,9
925,NYK,NYK vs. LAL,01/31/2023,L,123,44,98,44.9,7,34,20.6,28,32,87.5,13,32,45,27,6,3,9,24,-6
926,LAL,LAL @ NYK,01/31/2023,W,129,48,93,51.6,11,33,33.3,22,31,71.0,11,33,44,29,6,1,14,23,6
927,MIA,MIA @ CLE,01/31/2023,W,100,34,78,43.6,14,31,45.2,18,25,72.0,9,36,45,21,7,3,15,17,3
928,CLE,CLE vs. MIA,01/31/2023,L,97,40,83,48.2,11,40,27.5,6,12,50.0,5,34,39,32,9,6,13,20,-3
929,DEN,DEN vs. NOP,01/31/2023,W,122,43,87,49.4,16,36,44.4,20,24,83.3,10,34,44,33,7,3,18,21,9
930,CHI,CHI vs. LAC,01/31/2023,L,103,38,77,49.4,12,24,50.0,15,21,71.4,6,45,51,26,6,6,20,19,-5
931,LAC,LAC @ CHI,01/31/2023,W,108,37,93,39.8,12,44,27.3,22,26,84.6,11,33,44,24,15,6,8,16,5
932,NOP,NOP @ DEN,01/31/2023,L,113,42,85,49.4,8,27,29.6,21,25,84.0,8,28,36,28,13,2,15,24,-9
933,CHA,CHA @ MIL,01/31/2023,L,115,42,111,37.8,11,39,28.2,20,26,76.9,18,44,62,27,6,6,11,24,-9
934,PHX,PHX vs. TOR,01/30/2023,W,114,43,87,49.4,11,28,39.3,17,21,81.0,13,29,42,28,10,4,12,16,8
935,TOR,TOR @ PHX,01/30/2023,L,106,40,89,44.9,9,33,27.3,17,19,89.5,16,28,44,19,9,4,14,19,-8
936,WAS,WAS @ SAS,01/30/2023,W,127,48,86,55.8,16,30,53.3,15,17,88.2,5,40,45,32,7,8,14,19,21
937,SAS,SAS vs. WAS,01/30/2023,L,106,42,97,43.3,7,29,24.1,15,23,65.2,14,29,43,26,6,6,10,20,-21
938,ORL,ORL @ PHI,01/30/2023,W,119,42,99,42.4,11,29,37.9,24,30,80.0,15,35,50,23,11,6,10,16,10
939,PHI,PHI vs. ORL,01/30/2023,L,109,40,85,47.1,11,30,36.7,18,23,78.3,8,37,45,28,8,3,19,25,-10
940,GSW,GSW @ OKC,01/30/2023,W,128,46,90,51.1,20,47,42.6,16,20,80.0,6,38,44,37,9,4,15,18,8
941,DET,DET @ DAL,01/30/2023,L,105,36,79,45.6,14,39,35.9,19,27,70.4,9,31,40,18,9,6,14,31,-6
942,MIN,MIN vs. SAC,01/30/2023,L,111,43,92,46.7,12,39,30.8,13,25,52.0,8,41,49,26,7,3,18,16,-7
943,OKC,OKC vs. GSW,01/30/2023,L,120,46,93,49.5,11,24,45.8,17,20,85.0,8,35,43,23,10,4,17,18,-8
944,LAL,LAL @ BKN,01/30/2023,L,104,35,89,39.3,11,29,37.9,23,37,62.2,16,37,53,24,1,3,14,16,-17
945,SAC,SAC @ MIN,01/30/2023,W,118,47,99,47.5,9,30,30.0,15,22,68.2,10,40,50,20,15,3,12,21,7
946,BKN,BKN vs. LAL,01/30/2023,W,121,45,95,47.4,16,41,39.0,15,19,78.9,12,38,50,24,8,9,11,25,17
947,POR,POR vs. ATL,01/30/2023,W,129,43,79,54.4,19,40,47.5,24,27,88.9,3,29,32,24,2,7,8,21,4
948,ATL,ATL @ POR,01/30/2023,L,125,44,94,46.8,13,30,43.3,24,30,80.0,17,28,45,26,5,0,7,21,-4
949,DAL,DAL vs. DET,01/30/2023,W,111,39,79,49.4,10,34,29.4,23,33,69.7,9,31,40,17,6,1,11,18,6
950,IND,IND @ MEM,01/29/2023,L,100,36,79,45.6,9,32,28.1,19,21,90.5,11,27,38,21,4,6,18,22,-12
951,CLE,CLE vs. LAC,01/29/2023,W,122,44,78,56.4,20,33,60.6,14,19,73.7,4,31,35,35,9,7,13,23,23
952,LAC,LAC @ CLE,01/29/2023,L,99,37,89,41.6,2,19,10.5,23,27,85.2,15,30,45,17,6,0,15,19,-23
953,MEM,MEM vs. IND,01/29/2023,W,112,43,89,48.3,9,37,24.3,17,22,77.3,15,26,41,29,10,8,9,21,12
954,CHA,CHA vs. MIA,01/29/2023,W,122,45,83,54.2,15,40,37.5,17,22,77.3,11,36,47,25,6,3,19,18,5
955,MIA,MIA @ CHA,01/29/2023,L,117,45,93,48.4,10,31,32.3,17,23,73.9,10,26,36,26,11,0,11,17,-5
956,MIL,MIL vs. NOP,01/29/2023,W,135,53,96,55.2,17,43,39.5,12,20,60.0,12,45,57,27,7,4,12,18,25
